county,s1D,s1R,s2D,s2R
51595,1907,598,1685,957
51600,7527,3515,6728,4682
51610,5022,1550,5147,2051
51620,3217,958,2651,1464
51630,7100,2233,7233,3957
51640,1534,726,981,1309
51650,51193,14149,46432,18732
51660,9867,4268,8507,6681
51670,5844,2849,5087,3809
51678,1796,588,1573,1102
51680,19852,13489,16129,19601
51683,7624,4167,8322,6550
51685,2743,1264,2829,1752
51690,5261,1089,3811,2300
51700,57654,20469,50800,27332
51710,69102,16660,61887,22953
51720,1076,398,620,859
51730,13605,1276,13882,1569
51735,3324,3562,1844,5194
51740,35371,9597,32281,12818
51750,3853,1460,2839,2453
51760,76593,12517,76783,19081
51770,29823,9823,24871,14601
51775,7617,4550,5138,7032
51790,6897,3656,5625,5239
51800,24069,12260,24247,17544
51810,124517,67886,96465,95390
51820,5039,3549,3873,4775
51830,4875,1630,5037,2546
51840,6896,3017,5292,4816
53001,1028,2743,1859,2872
53003,3292,5105,4563,5193
53005,22305,40230,33391,44828
53007,10082,17349,14892,16808
53009,15639,17602,20252,17331
53011,67052,79499,98457,87150
53013,665,1466,827,1410
53015,17331,19443,24820,19170
53017,4287,8838,6228,8570
53019,1144,2033,1494,1927
53021,5912,11209,9689,12786
53023,340,822,453,792
53025,6884,16880,10621,16811
53027,13086,12209,17491,10971
53029,17794,17980,23024,18475
53031,10917,6413,13471,6114
53033,489190,264368,683067,262034
53035,52952,50414,71656,49890
53037,5838,9276,8746,9023
53039,3717,4950,5115,4990
53041,10352,20354,14445,19139
53043,1666,3668,2157,3654
53045,12061,12568,16057,11885
53047,5766,8881,7963,8683
53049,5156,4552,6323,4067
53051,2165,3599,2867,3769
53053,132924,134025,201827,135888
53055,5994,3194,7351,3095
53057,23223,24609,30635,23900
53059,2118,2415,2823,2490
53061,137365,127531,196534,128322
53063,78984,101628,110033,110372
53065,6379,13076,8671,13441
53067,58950,46014,78468,46449
53069,915,1112,1253,1012
53071,8180,12882,11464,13217
53073,44783,40539,59938,40818
53075,5776,7644,8384,8463
53077,22718,39044,38184,38115
54001,2652,2097,3358,2199
54003,10697,13145,19306,16046
54005,4361,1902,5955,2318
54007,2578,1367,3160,1297
54009,4310,2650,6441,2479
54011,14639,10099,22007,9133
54013,937,785,1360,695
54015,1421,927,1893,993
54017,807,1448,1142,1489
54019,6723,4065,8764,4524
54021,1277,954,1409,881
54023,925,2522,1473,2955
54025,5294,4086,7952,4112
54027,2577,3429,3955,3761
54029,5704,4250,7920,3628
54031,1661,2099,2763,2170
54033,12482,9329,15009,10452
54035,4833,4563,7039,4092
54037,7861,7082,12338,8619
54039,33064,25120,46255,24837
54041,2621,2447,3455,2673
54043,3053,1974,4504,2059
54045,6373,2618,8642,2768
54047,3282,1216,4385,1550
54049,12349,5876,13606,7101
54051,5833,4320,8270,4167
54053,4603,2736,6771,2669
54055,7769,7326,12243,7898
54057,3567,4596,5623,5142
54059,4774,2146,6336,2216
54061,12817,10765,15896,13563
54063,2134,1829,2997,1958
54065,2215,3125,3417,3071
54067,4270,2839,5440,3036
54069,7486,6597,11210,5976
54071,1134,1521,1670,1500
54073,1405,1042,1779,961
54075,1436,1199,2092,1141
54077,4071,5466,4159,6325
54079,8908,9578,13509,9379
54081,10922,9924,16748,10791
54083,5000,3261,5979,3310
54085,1213,1738,1969,1696
54087,2277,1794,3205,1595
54089,2198,1474,3028,1452
54091,2790,2153,3353,2422
54093,1501,1127,1780,1302
54095,1216,1470,1803,1342
54097,3259,3270,4403,3531
54099,6776,4609,9580,4023
54101,1487,753,1740,888
54103,2820,1889,3866,1784
54105,917,748,1401,683
54107,13043,12403,20891,11583
54109,3036,2265,4649,2552
55001,3349,3761,5161,4404
55003,3734,2156,5306,2912
55005,6855,8446,10644,10805
55007,4270,2882,6017,3476
55009,37374,50748,60409,61838
55011,2196,2631,3366,3284
55013,2550,3452,3996,4288
55015,7156,11224,10989,14053
55017,9173,11801,14774,14677
55019,4183,6163,6159,6875
55021,10525,10748,16028,13413
55023,3145,2792,4321,3117
55025,153912,65894,206917,88395
55027,10421,20503,17867,24646
55029,6809,7081,8966,7996
55031,8653,6289,14599,7478
55033,6087,7224,10671,10038
55035,18916,17946,29057,23036
55037,645,1187,908,1586
55039,12834,24867,21273,29539
55041,1687,1722,2288,2028
55043,7948,8472,12027,10902
55045,7045,6102,10721,7954
55047,2249,4693,3637,5600
55049,4974,3730,7454,4631
55051,1175,1321,1656,1785
55053,3301,3438,4979,3894
55055,12344,18801,19081,23393
55057,3311,4594,5474,5805
55059,22996,25479,42825,33273
55061,3470,4612,5149,5419
55063,21316,20481,34203,26271
55065,2693,2891,4110,3549
55067,2883,4432,4580,5255
55069,4946,6202,7379,6911
55071,12458,17713,19616,20646
55073,21160,27716,31751,34688
55075,6214,8317,9685,9989
55077,2430,3525,3744,4032
55078,595,159,1015,213
55079,209394,129839,312618,155410
55081,5433,7518,8629,9899
55083,5387,8191,8792,10032
55085,7008,8610,10047,10183
55087,28758,36190,43297,46212
55089,13496,29753,18285,35463
55091,1118,1280,1812,1702
55093,5973,7093,10254,9850
55095,5884,8719,10192,11310
55097,14820,12647,21469,15710
55099,3089,3222,3832,3623
55101,31779,40761,51630,47030
55103,2980,3294,4504,3786
55105,28361,23181,46892,30010
55107,2363,2988,3298,3393
55109,10585,17162,20053,24347
55111,11188,10856,17247,13565
55113,2743,3701,4445,4163
55115,5504,8772,8755,10417
55117,17175,29359,26284,33472
55119,2596,4085,3859,5049
55121,4979,5027,7144,5699
55123,5547,5323,7543,6051
55125,3949,6552,5762,7308
55127,12380,22432,21390,28069
55129,2957,3485,4405,4442
55131,14645,44107,22702,52950
55133,53492,134051,75408,159450
55135,7062,10731,11011,13601
55137,3290,5248,5213,6239
55139,26869,33967,42782,41545
55141,12172,15660,18748,18052
56001,6745,9786,6469,9096
56003,714,4543,554,4560
56005,3751,12277,1668,15028
56007,1795,4901,1405,4864
56009,984,5407,772,5365
56011,612,3016,348,3177
56013,4483,12823,3767,12369
56015,1239,4559,944,4633
56017,436,2095,354,2078
56019,640,3654,492,3634
56021,13086,27582,10950,26712
56023,1472,6914,1070,7230
56025,8171,24489,6533,24431
56027,153,1126,124,1110
56029,2898,11799,2183,11789
56031,1149,3358,905,3420
56033,3503,11199,2757,11174
56035,679,3554,576,3631
56037,5025,11360,3778,12399
56039,5417,6266,5140,5562
56041,2032,6183,1365,6780
56043,646,3383,529,3321
56045,572,2789,336,2887
